product_title,product_page_url,full_price,product_description,brand,category,competence_date,image_url
Fanatics Men's Heather Gray/Red Chicago Blackhawks 2025 NHL Winter Classic Novelty Strapback Hat - Macy's,https://www.macys.com/shop/product/fanatics-mens-heather-gray-red-chicago-blackhawks-2025-nhl-winter-classic-novelty-strapback-hat?ID=20507177,$39.99,The 2025 NHL Winter Classic heads to iconic Wrigley Field for a showdown between two old rivals. Get geared up to watch the Chicago Blackhawks and St. Louis Blues duke it out with this Novelty Strapback Hat from Fanatics. This gear features commemorative graphics that lets you remember this epic matchup for years to come.,Fanatics,Sports Fan Shop,2024-12-21 22:53:01.149780,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/30931251_fpx.tif?$filterlrg$&wid=327
FOCO Javier Baez Detroit Tigers Trading Card Bobblehead - Macy's,https://www.macys.com/shop/product/foco-javier-baez-detroit-tigers-trading-card-bobblehead?ID=16386813,$59.99,Put your best Javier Baez card front and center with this Detroit Tigers Trading Card bobblehead. This FOCO gear features a built-in trading card display in the base and crisp Detroit Tigers graphics. Step up any Javier Baez collection with this unique bobblehead.,FOCO,Sports Fan Shop,2024-12-21 22:53:14.159850,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/25045526_fpx.tif?$filterlrg$&wid=327
Hunter x Hunter Men's Ribbed Knitted Green Beanie Hat - Macy's,https://www.macys.com/shop/product/hunter-x-hunter-mens-ribbed-knitted-green-beanie-hat?ID=18658901,,"Get ready to spice up your wardrobe with these officially licensed apparel from Bioworld. This apparel created with premium fabrics to ensure your comfort no matter where you wear it, whether you're running errands or lounging around the house.",Hunter x Hunter,Men's Clothing & Accessories,2024-12-21 22:53:17.242608,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/28386670_fpx.tif?$filterlrg$&wid=327
Under Armour Women's Motion Joggers - Macy's,https://www.macys.com/shop/product/under-armour-womens-motion-joggers?ID=17519418,$48.75(25% off),Your tanks and tees are calling for these moisture-wicking joggers from Under Armour.,Under Armour,"Women's Clothing, Shoes & Accessories, Activewear & Workout",2024-12-21 22:53:28.269853,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/29191986_fpx.tif?$filterlrg$&wid=327
UNOde50 Metal Alloy Butterfly Hoop Earrings - Macy's,https://www.macys.com/shop/product/unode50-metal-alloy-butterfly-hoop-earrings?ID=16426305,$135.00,18k gold plated metal alloy earring with butterfly detachable from the hoop. A versatile and essential piece for every jewelry box.100% handmade in Spain.,UNOde50,Jewelry & Watches,2024-12-21 22:53:32.332650,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/30327686_fpx.tif?$filterlrg$&wid=327
KARL LAGERFELD PARIS Women's Puffed-Shoulder Tweed Dress - Macy's,https://www.macys.com/shop/product/karl-lagerfeld-paris-womens-puffed-shoulder-tweed-dress?ID=20365721,$148.00,"Command attention with this women's square neck tweed dress from KARL LAGERFELD PARIS, highlighted by a charming ruffle hem that adds playful sophistication to your style.",KARL LAGERFELD PARIS,"Women's Clothing, Shoes & Accessories, Dresses",2024-12-21 22:53:36.003809,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/30781566_fpx.tif?$filterlrg$&wid=327
Men's and Women's Nike Just Do It Lifestyle Club Adjustable Hat - Macy's,https://www.macys.com/shop/product/mens-womens-nike-just-do-it-lifestyle-club-adjustable-hat?ID=16764812,$21.99(21% off),"For casual outfits that need a final touch to pull everything together, grab this Just Do It Lifestyle Club hat. It features Nike's iconic slogan and throwback Futura logo embroidered on soft, smooth cotton twill fabric. A metal tri-glide buckle makes the adjustable strap easy to tighten or loosen for the most comfortable fit.",Nike,Sports Fan Shop,2024-12-21 22:53:39.364848,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/25558234_fpx.tif?$filterlrg$&wid=327
"Touched by Nature Baby Boys Organic Cotton Bodysuits, Dreamy Woodland, Newborn - Macy's",https://www.macys.com/shop/product/touched-by-nature-baby-boys-organic-cotton-bodysuits-dreamy-woodland-newborn?ID=19344066,$37.99,"Touched by Nature offers soft organic cotton clothing for the gentlest touch on sensitive and delicate baby skin. Our organic bodysuits feature adorable prints, embroideries, stripes and solids and provide a comfortable base layer that's great for pairing with pants, shorts, or even wearing under outfits. Our bodysuits are comfortable and cozy for all-day, everyday wear for your little one. Our bodysuits are an essential part of baby's wardrobe. Touched by Nature is an organic cotton brand, focused on developing products made from premium organic cotton fabrics. Organic cotton feels super soft on skin as the fibers are natural and breathable. Organic cotton is made without the use of synthetic pesticides and fertilizers, so it is an environmentally friendly alternative compared to traditional farming methods.",Touched by Nature,"Kids, Dresses",2024-12-21 22:53:50.572578,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/29366351_fpx.tif?$filterlrg$&wid=327
"Primo International Galaxy 2 9"" Firm Tight Top Mattress in a Box - California King  - Macy's",https://www.macys.com/shop/product/primo-international-galaxy-2-9-firm-tight-top-mattress-in-a-box-california-king?ID=19933780,$699.00,"The Galaxy 2 9"" profile tight top mattress from Primo International features pocket coil innersprings at 11.3 gauge for outstanding support, conformance and comfort.",Primo International,Mattresses,2024-12-21 22:53:54.018159,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/30832075_fpx.tif?$filterlrg$&wid=327
Alfani Men's 2-In-1 Reversible AlfaTech Custom Fit Pressure Locking Plaque Buckle Belt - Macy's,https://www.macys.com/shop/product/alfani-mens-2-in-1-reversible-alfatech-custom-fit-pressure-locking-plaque-buckle-belt?ID=20129271,$39.50,"This 2-in-1 reversible belt is designed with a compression-locking buckle that gives you a clean, modern look with no holes to pull your ensemble together with this AlfaTech belt by Alfani.",Alfani,"Men's Clothing & Accessories, All Accessories",2024-12-21 22:53:57.664385,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/31105037_fpx.tif?$filterlrg$&wid=327
Funko The Black Phone the Grabber Alternate Outfit Funko Pop Vinyl Figure - Macy's,https://www.macys.com/shop/product/funko-the-black-phone-the-grabber-alternate-outfit-funko-pop-vinyl-figure?ID=19012763,$14.99,Highlight one of your favorite characters with this The Black Phone The Grabber Alternate Outfit Funko Pop Vinyl Figure. It features unique details to make it the perfect collectible for your home or office.,Funko,Sports Fan Shop,2024-12-21 22:54:01.573011,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/28912585_fpx.tif?$filterlrg$&wid=327
"Melissa and Doug Mine to Love Gabrielle 12"" Baby Doll - Macy's",https://www.macys.com/shop/product/melissa-doug-mine-to-love-gabrielle-12-baby-doll?ID=20611296,$32.99,"This adorable 12-inch baby doll is just the right size to hug and cuddle. Gabrielle has molded plastic hair and her beautiful brown eyes open and close. She loves to be held and can also sit up ""like a big girl."" Her pretty frilled clothing features hearts and flowers and is removable for dressing and undressing fun. Mine to Love dolls and accessories encourage empathy and help kids express themselves as they explore grown-up roles and responsibilities.",Melissa and Doug,All Toys,2024-12-21 22:54:05.021340,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/31095080_fpx.tif?$filterlrg$&wid=327
Funko Encanto Pop Town Mirabel with Casita Vinyl Figure - Macy's,https://www.macys.com/shop/product/funko-encanto-pop-town-mirabel-with-casita-vinyl-figure?ID=18883433,$34.99,Highlight one of your favorite characters with this Encanto Funko Pop Town Mirabel with Casita vinyl figure. It features unique details to make it the perfect collectible for your home or office.,Funko,All Toys,2024-12-21 22:54:16.637704,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/28767711_fpx.tif?$filterlrg$&wid=327
Zojirushi Umami 5.5 Cup Micom Rice Cooker Warmer - Macy's,https://www.macys.com/shop/product/zojirushi-umami-5.5-cup-micom-rice-cooker-warmer?ID=20004801,$289.99,The Umami Micom Rice Cooker Warmer comes with Zojirushi's exclusive Umami setting that soaks and steams the rice longer for enhanced flavor. It cooks more than just rice and a wide variety of versatile menu settings include Steam and Slow Cook.,Zojirushi,"Kitchen & Dining, Small Appliances",2024-12-21 22:54:42.849703,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/30374053_fpx.tif?$filterlrg$&wid=327
"Dell 26DYG 17 in. Mobile Precision 7780 Core i7-13850HX 32 GB 1 DIMM 512 GB SSD Nvidia RTX 2000 NT Wireless Laptop, Black - Macy's",https://www.macys.com/shop/product/dell-26dyg-17-in.-mobile-precision-7780-core-i7-13850hx-32-gb-1-dimm-512-gb-ssd-nvidia-rtx-2000-nt-wireless-laptop-black?ID=20449885,"$4,493.79","17 in. Mobile Precision 7780 Core i7-13850HX 32 GB 1 DIMM 512 GB SSD Nvidia RTX 2000 NT Wireless Laptop, Gray Superior quality raw materials which are durable and easy to handle.Features 2.1GHz Intel Core i7. 32.0GB DDR5 SDRAM. 512.0GB Hard Drive. 17.3in Display. Specifications Color: Black.",Dell,Electronics,2024-12-21 22:54:46.146002,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/30860999_fpx.tif?$filterlrg$&wid=327
"Pyle 6.5'' Marine Bluetooth Wakeboard Speaker System with LED Lights, 200W, White - Macy's",https://www.macys.com/shop/product/pyle-6.5-marine-bluetooth-wakeboard-speaker-system-with-led-lights-200w-white?ID=20670881,$113.30,"Take your marine and off-road adventures to the next level with Pyle's 6.5'' Marine Bluetooth Wakeboard Speaker. This single 2-way speaker system delivers powerful 200W sound output and features Bluetooth connectivity for wireless music streaming. Designed with IP-44 waterproof construction and built-in LED lights, it offers style, durability, and dynamic sound performance for boats, wakeboards, or off-road vehicles.",Pyle,Electronics,2024-12-21 22:54:49.806008,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/31100103_fpx.tif?$filterlrg$&wid=327
Design Imports Orchard Botanical Printed Apron - Macy's,https://www.macys.com/shop/product/design-imports-orchard-botanical-printed-apron?ID=20532639,$55.00,Our farm style apron is crafted. Designed with two side utility pockets and generous neck and waist ties for a comfortable fit. This printed apron is embellished with decorative stitching and contrasting waist and neck ties.,Design Imports,"Kitchen & Dining, Kitchen Mats & Linens",2024-12-21 22:55:01.110877,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/30995118_fpx.tif?$filterlrg$&wid=327
AIRWAVES Men's A Christmas Story Short Sleeve Tee - Macy's,https://www.macys.com/shop/product/airwaves-mens-a-christmas-story-short-sleeve-tee?ID=20388257,,"Walk around in style with this men's graphic short sleeve t-shirt. Our adult tee is lightweight, soft and durable, perfect for everyday wear.",AIRWAVES,"Men's Clothing & Accessories, T-Shirts",2024-12-21 22:55:26.331383,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/30805867_fpx.tif?$filterlrg$&wid=327
Funko Galaxy Quest Jason Nesmith as Commander Peter Quincy Taggart Pop Figurine - Macy's,https://www.macys.com/shop/product/funko-galaxy-quest-jason-nesmith-as-commander-peter-quincy-taggart-pop-figurine?ID=18524517,$14.99,Highlight one of your favorite characters with this Galaxy Quest Jason Nesmith as Commander Peter Quincy Taggart Funko Pop vinyl figure. It features unique details to make it the perfect collectible for your home or office.,Funko,All Toys,2024-12-21 22:55:44.463298,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/28009180_fpx.tif?$filterlrg$&wid=327
